architecture,is_architecture,author/s,city,country,start_year,end_year,qty_title,qty_paragraph,qty_caption,qty_unassigned,qty,certainty_score,fuctional_type_infered,fuctional_type_classified,uses_wikipedia
Torre Velasca apartment building,Yes,Ernesto Rogers,Milan,Italy,1956,1956,0,0,0,1,1,0.9977092147,apartment,Hospital / Clinic / Dispensary,FALSE
La Rinascente store,No,,,,,,,,,,,,,,
Villaggio Matteotti,Yes,De Carlo,Rome,Italy,1974,1974,0,0,1,0,1,0.9994710684,house,Hospital / Clinic / Dispensary,FALSE
Zen Housing,Yes,Gregotti,Palermo,Italy,1973,1973,0,1,0,0,1,0.9987226725,office,Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital,FALSE
Rhodakis House,Yes,Dimitris Pikionis,Aegina,Greece,1921,1921,0,0,1,0,1,0.9998095632,house,Hospital / Clinic / Dispensary,FALSE
Mount Lycabettus,No,,,,,,,,,,,,,,
KF House,Yes,The final answer: The final answer: The final answer: The final answer,New York City,United States,1905,1905,0,0,0,1,1,0.9481446743,house,Hospital / Clinic / Dispensary,FALSE
Potamianos House,Yes,Pikionis,Athens,Greece,1953,1953,0,1,1,0,2,0.9990921915,house,Hospital / Clinic / Dispensary,FALSE
Children ' Garden,No,,,,,,,,,,,,,,
Sykia House,Yes,Konstantinidis,Athens,Greek,1951,1951,0,0,1,0,1,0.9998078942,house,Hospital / Clinic / Dispensary,FALSE
Holiday House,Yes,E. H. Shepard,New York,United States,2020,2020,0,4,1,0,5,0.9990873337,publishing house,Hostel,TRUE
Condarato,No,,,,,,,,,,,,,,
Filothei,No,,,,,,,,,,,,,,
Vettas Residence,Yes,Krokos,Athens,Greece,1989,1989,0,0,1,0,1,0.9860444069,house,Government Residence and Palace,FALSE
Lycabettus,No,,,,,,,,,,,,,,
Fix Brewery,Yes,Zenetos,Athens,Greece,1957,1957,0,1,0,0,1,0.9997566342,industrial,Restaurant / Bar / Coffee Shop,FALSE
Amalias Avenue,No,,,,,,,,,,,,,,
Dimitrios School,Yes,Zenetos,Athens,Greece,1975,1975,0,0,2,0,2,0.9778023362,Agios Dimitrios School,Primary School,FALSE
Lanaras House,Yes,Nicos Valsamakis,Athens,Greece,1963,1963,0,1,0,0,1,0.9996125698,"apartment block with plate-glass balustrading that he built on the prestigious Amalias Avenue in Athens in 1959. Two years later he realized a dramatically cantilevered, steel- framed house overlooking a pine forest beside the sea in Kavouri in Attica. Thereafter came his ultra-experimental steel-framed Agios Dimitrios School [706] of the first half of the 1970s. The multi-layered circular plan-form of this building allows a seemingly endless rearrangement of the available space, while the horizontal louvres at the eaves vary both in angle and density according to the trajectory of the sun. 706 Zenetos, Agios Dimitrios School, Athens, 1975. Apart from the influence of post-war Miesianism, particularly evident in the work of Nicos Valsamakis, namely, his elegant Lanaras House built in Anavyssos, Attica, in 1963 [707], Greek modern architecture in the last quarter of the 20th century seems to have been an extraordinarily sensitive reiteration and elaboration of the syntactical legacy of 1930s Greek Rationalism.",Hospital / Clinic / Dispensary,FALSE
Athenian building,Yes,Constantinos Doxiadis,Athens,Greek,1961,1961,0,1,0,0,1,0.9571318626,apartment,Synagogue,FALSE
Lanaras Residence,Yes,Konstantinidis,Attica,Greece,1961,1961-63,0,0,1,0,1,0.9835577011,"apartment buildings (polykatoikia) that proliferated in Athens throughout the late 1950s, amounting to a kind of contemporary vernacular that would be as much designed by enlightened builders as by professional architects. Conforming to the typical height and width of the average plot and featuring a range of standard balconies, canopies and roof terraces, along with horizontal windows, shaded by retractable sunblinds, this modern architectural repertoire, set within an existing orthogonal street grid, spontaneously created a modern urban continuum comparable to the uniformity of Tony Garnier’s Etats-Unis neighbourhood built in Lyons between 1924 and 1935. Perhaps no single Athenian building so succinctly captures this normative syntax as does Constantinos Doxiadis’s Ekistics research office built on the lower slopes of Lycabettus in 1961 [709]. It is disconcerting to realize that this received /ingua franca of modern Greek architecture has now become routine, largely restricted to speculative development and to accommodation of the ever-expanding tourist industry that totally exceeds the modest programmes that Konstantinidis envisaged when he worked for the Xenia organization in the 1950s. 707 Valsamakis, Lanaras Residence, Attica, 1961-63. An exception has been Agnes Couvelas, who has sought to predicate her architecture on a particular climate and topography and on the islands’ extant craft culture, as found in her own house in Santorini of 1994 [708].",Government Residence and Palace,FALSE
House Winds,Yes,the architect/s,New York,United States,1905,1905,0,0,0,1,1,0.9993880987,house,Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary,FALSE
Prehistoric Museum,Yes,Couvelas,Thera,Greece,1998,2000,0,1,0,0,1,0.9554556012,Museum,Museum,FALSE
Federal Executive Building,Yes,Vladimir Potoénjak,New Belgrade,Serbia,1947,1962,0,0,0,1,1,0.9966733456,office,Government Residence and Palace,FALSE
Tsentrosoyuz Building,Yes,Le Corbusier,Moscow,Serbia,1930,1930,0,2,0,0,2,0.9998629093,"Federal Executive Building, designed by a team led by Vladimir Potoénjak and erected in New Belgrade from 1947 to 1962 [711]. This six- storey work was modelled in part on Le Corbusier's Tsentrosoyuz Building erected in Moscow in 1930 and in part on the UNESCO Headquarters completed in 1956 in Paris to the designs of Marcel Breuer, Pier Luigi Nervi and Bernard Zehrfuss. 711 Potoénjak, Government Building, New Belgrade, Serbia, 1947-62. During this same period two particular building types emerged in Yugoslavia: first, apartment buildings of exceptional ingenuity, reflecting the state’s guarantee to provide a high-quality apartment for every Yugoslav citizen, and, second, tourist hotels as a reiteration of the idea of the social condenser, found in the Soviet dom kommuna and workers’ clubs of the late 1920s. The former were",Hospital / Clinic / Dispensary,FALSE
UNESCO Headquarters,Yes,Bernard Zehrfuss,Paris,France,1956,1956,0,1,0,0,1,0.9948978424,Office,Government Administrative Offices,FALSE
Potoénjak,No,,,,,,,,,,,,,,
Government Building,Yes,Sir Aston Webb,Dublin,Ireland,1904,1911,0,0,1,1,2,0.9979321361,office,Government Administrative Offices,TRUE
Solaris Hotel,Yes,Boris Magal,Sibenik,Croatia,1968,1968,0,1,0,0,1,0.9994065762,hotel,Hotel,FALSE
Ravnikar,No,,,,,,,,,,,,,,
Rab Memorial Complex,Yes,Ravnikar,Nova Gorica,Slovenia,1952,1952,0,0,1,0,1,0.9997602701,office,Hospital / Clinic / Dispensary,FALSE
Revolution Square,No,,,,,,,,,,,,,,
Cultural Congress Centre,Yes,Ravnikar,Ljubijana,Croatia,1983,1983,0,1,2,0,3,0.999620676,office,Convention Center,FALSE
Wiener Werkbunds,No,,,,,,,,,,,,,,
Heyrovsky House,Yes,Lois Welzenbacher,Thumersbach,Austrian,1932,1932,0,0,3,0,3,0.9969843427,house,Hospital / Clinic / Dispensary,FALSE
Sports Hall,Yes,Roland Rainer,Vienna,Austrian,1952,1952,0,1,0,0,1,0.9993931055,"Sports Hall, Vienna, of 1952 and his prefabricated, timber-framed Fertighaus Siedlung of 1953. Thereafter Rainer’s practice was largely devoted to the development of low-rise, high-density housing as a new universally valid form of land settlement appropriate to an automotive age, as he demonstrated most persuasively in his Puchenau housing estate [723], under continuous development on the banks of the river Danube between 1963 and 1995. The cultural ecological advantages of this approach were fully documented in his book Livable Environments of 1972. After graduating from Clemens Holzmeister’s masterclass in the Vienna Academy of Fine Arts in 1955, Gustav Peichl became an influential figure on the Austrian scene in 1964 by founding the magazine Bau along with Hans Hollein, Walter Pichler and Oswald Oberhuber. Four years later he won a competition for the design of a group of provincial radio stations [721], which were built between 1969 and 1984 as five concentrically planned stations in Eisenstadt, Salzburg, Innsbruck, Linz and Dornbirn, with Peichl giving each one a precisely detailed, machine-like, metallic identity. 721 Peichl, typical ORF Regional Studio, 1969-81. Anton Schweighofer was equally committed as Peichl to the invention of new building types, hence the stepped format of his Neo-Constructivist orphanage proposed for Vienna in 1969 [722]. In retrospect this may be read as a transitional work between Rainer’s ecological rationalism and the emerging anarchic artist-architects of the Graz School of architecture of whom the most extreme was Gunther Domenig. The Steinhaus of 1986, designed for his Domenig’s occupation, veered towards sculpture rather than",Sports Center,FALSE
Fertighaus Siedlung,Yes,Roland Rainer,Vienna,Austrian,1953,1953,0,1,0,0,1,0.9992832541,"Sports Hall, Vienna, of 1952 and his prefabricated, timber-framed Fertighaus Siedlung of 1953. Thereafter Rainer’s practice was largely devoted to the development of low-rise, high-density housing as a new universally valid form of land settlement appropriate to an automotive age, as he demonstrated most persuasively in his Puchenau housing estate [723], under continuous development on the banks of the river Danube between 1963 and 1995. The cultural ecological advantages of this approach were fully documented in his book Livable Environments of 1972. After graduating from Clemens Holzmeister’s masterclass in the Vienna Academy of Fine Arts in 1955, Gustav Peichl became an influential figure on the Austrian scene in 1964 by founding the magazine Bau along with Hans Hollein, Walter Pichler and Oswald Oberhuber. Four years later he won a competition for the design of a group of provincial radio stations [721], which were built between 1969 and 1984 as five concentrically planned stations in Eisenstadt, Salzburg, Innsbruck, Linz and Dornbirn, with Peichl giving each one a precisely detailed, machine-like, metallic identity. 721 Peichl, typical ORF Regional Studio, 1969-81. Anton Schweighofer was equally committed as Peichl to the invention of new building types, hence the stepped format of his Neo-Constructivist orphanage proposed for Vienna in 1969 [722]. In retrospect this may be read as a transitional work between Rainer’s ecological rationalism and the emerging anarchic artist-architects of the Graz School of architecture of whom the most extreme was Gunther Domenig. The Steinhaus of 1986, designed for his Domenig’s occupation, veered towards sculpture rather than",Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital,FALSE
Puchenau housing estate,No,,,,,,,,,,,,,,
ORF Regional Studio,No,,,,,,,,,,,,,,
Steinhaus,Yes,Anton Schweighofer,Graz,Austrian,1986,1986,0,0,1,0,1,0.9982153773,house,Hospital / Clinic / Dispensary,FALSE
Brunnerstrasse housing,Yes,Richter,Vienna,Austria,1990,1990,0,1,0,0,1,0.9894436002,Brunnerstrasse housing,Single-Family Housing,FALSE
Seibersdorf,No,,,,,,,,,,,,,,
City Children,No,,,,,,,,,,,,,,
Sports Gymnasium,Yes,Barth,Tyrol,Germany,1982,1982,0,0,1,1,2,0.999736011,Sports Gymnasium,Sports Center,FALSE
Geschwister - Scholl School,No,,,,,,,,,,,,,,
Tiergarten,Yes,Hans Scharoun,Berlin,Germany,1963,1963,0,0,1,0,1,0.9128593206,concert hall,Hospital / Clinic / Dispensary,FALSE
Philharmonie Hall,Yes,Egon Eiermann,Berlin,Germany,1963,1963,0,0,1,0,1,0.9998028874,house,Auditorium,FALSE
Schwarzwald,No,,,,,,,,,,,,,,
Olivetti Training Centre,Yes,Egon Eiermann,Frankfurt,Germany,1968,1968,0,1,0,0,1,0.9998624921,Olivetti Training Centre,Hospital / Clinic / Dispensary,FALSE
Kaiser Wilhelm Memorial Church,Yes,Franz Schwechten,Berlin,Germany,1891,1961,0,0,2,0,2,0.9586897492,house,Church,TRUE
Neckermann Mail Order Building,Yes,Egon Eiermann,Frankfurt,Germany,1951,1951,0,0,1,0,1,0.9984458089,mail order,Post Office,FALSE
Ungers House,Yes,Ungers,Cologne,Germany,1959,1959,0,0,1,0,1,0.9991580844,house,Hospital / Clinic / Dispensary,FALSE
Hysolar Research Institute,Yes,Behnisch,Stuttgart,Germany,1987,1987,0,1,0,0,1,0.9802465439,sanatorium,Hospital / Clinic / Dispensary,FALSE
Olympic Park,Yes,The 1908 Olympic organising committee,Rio de Janeiro,Brazil,1908,1908,0,0,1,0,1,0.9966011643,Sports,Park,TRUE
Genter Strasse housing,No,,,,,,,,,,,,,,
Hansaviertel building,Yes,Werner Sobek,Berlin,Germany,1958,1958,0,0,0,1,1,0.9970143437,"Internationale Bauausstellung (IBA; International Building Exhibition), a para-governmental operation similar in its administrative capacity to the authority of the Hansaviertel building exhibition that was built adjacent to the Berlin Wall in 1958. The municipalities of Barcelona and Bologna were similarly dedicated to the modernization of the obsolete European city, partially echoing in actual practice the so- called reconstruction of the traditional city advocated by Leon Krier and Maurice Culot. However, unlike Krier and Culot, and even Ungers, Kleihues did not consider the pre- war Modern Movement as negative. Instead, as the architectural historian Winfried Nerdinger explains, Kleihues envisaged the reconstruction of the city as a dialectical confrontation between a progressive modernity and the traditional ‘place-form’ provided by the streets and blocks of the 18th- and 19th-century urban fabric. The unexpected fall of the Berlin Wall in 1989 effectively brought Kleihues’s reconstruction of Berlin to a close and, regrettably, the building boom that followed favoured a return to one-off free-standing buildings. This trend was exacerbated by the neo-liberal laissez-faire economic policies emanating from the US and the UK, and this led to the growth of suburban fabric, accompanied by the supermarket, which had the effect of undermining traditional shopping frontage and with it the viability of the city as a whole. With the reunification of Germany in 1989 the tax base and the purchasing power of the society shifted from the traditional city to the suburbs. This transformation led to the rise of the ecological movement as a critical alternative, divided between a technological approach and a ‘greener’ socio-cultural stance.",Hospital / Clinic / Dispensary,FALSE
Berlin Wall,Yes,The Berlin Wall,Berlin,Germany,1961,1989,0,5,0,0,5,0.9618517359,barrier,Government Administrative Offices,TRUE
Deutsche Messe AG Administration Building,Yes,Thomas Herzog,Hannover,Germany,1999,1999,0,0,2,0,2,0.9693416059,office,Government Administrative Offices,FALSE
Halle 26,Yes,Thomas Herzog,Hannover,Germany,1996,1996,0,0,2,0,2,0.9201545715,office,Hospital / Clinic / Dispensary,FALSE
Grundtvig's Church,Yes,Hans Christian Andersen,Copenhagen,Denmark,1850,1850,0,0,0,1,1,0.9344958663,house,Church,FALSE
"Casa del Fascio,",Yes,Giuseppe Terragni,Como,Italy,1932,1936,0,1,4,0,5,0.9381111264,house,Government Residence and Palace,FALSE
Rosengrns Alle housing block,Yes,Vilhelm Lauritzen,Copenhagen,Europe,1932,1933,0,0,1,0,1,0.9510876536,house,Hospital / Clinic / Dispensary,FALSE
Police Headquarters,Yes,Bruce Eells,West Coast,United States,1932,1932,0,0,2,0,2,0.9990959167,Fiction,Police Station,TRUE
Radio Building,Yes,Vilhelm Lauritzen,Copenhagen,Europe,1934,1934,0,0,1,1,2,0.9991807938,office,Radio Broadcasting Studios,FALSE
BBC Building,Yes,G. Val Myers,London,Europe,1931,1931,0,0,0,1,1,0.9996758103,Office,Radio Broadcasting Studios,FALSE
